,index,image_link,group_id,entity_name,pytesseract_output,extracted_data,valid_data
5869,45287,https://m.media-amazon.com/images/I/51QnOgZ8u5L.jpg,866516,height,"20 cm

 

14cm
","[['20', ' cm', ''], ['14', 'cm', '']]","[['20', 'centimeter'], ['14', 'centimeter']]"
5870,45288,https://m.media-amazon.com/images/I/51QnOgZ8u5L.jpg,866516,width,"20 cm

 

14cm
","[['20', ' cm', ''], ['14', 'cm', '']]","[['20', 'centimeter'], ['14', 'centimeter']]"
5871,45289,https://m.media-amazon.com/images/I/51QnRkRbpgL.jpg,231838,depth,"3.5inch

5.1inch

Well Organized Tray

   

Non Slip Base
","[['3.5', 'inch', ''], ['5.1', 'inch', '']]","[['3.5', 'inch'], ['5.1', 'inch']]"
5872,45290,https://m.media-amazon.com/images/I/51QnRkRbpgL.jpg,231838,height,"3.5inch

5.1inch

Well Organized Tray

   

Non Slip Base
","[['3.5', 'inch', ''], ['5.1', 'inch', '']]","[['3.5', 'inch'], ['5.1', 'inch']]"
5873,45291,https://m.media-amazon.com/images/I/51QnWQhqKDL.jpg,175315,width,"wd Gz ‘eo

 

o——

wo 9z ‘eo

 

ca. 120 cm
","[['9', 'z ‘eo', 'wo '], ['120', ' cm', 'ca. ']]","[['120', 'centimeter']]"
5874,45292,https://m.media-amazon.com/images/I/51QndZyQUnL.jpg,178778,height,"20cm

 

9cm 29cm
","[['20', 'cm', ''], ['9', 'cm 29', ''], ['29', 'cm', '9cm ']]","[['20', 'centimeter'], ['9', 'centimeter'], ['29', 'centimeter']]"
5875,45293,https://m.media-amazon.com/images/I/51Qne2kD4uL.jpg,681445,depth,"12 CM/ 4.7""

 

55.5 CM/ 21.9""

 

 

 

13.2CM/5.2 ""
","[['12', ' CM/ ', ''], ['4.7', '""', ' CM/ '], ['55.5', ' CM/ ', ''], ['21.9', '""', ' CM/ '], ['13.2', 'CM/5.', ''], ['5.2', ' ""', '.2CM/']]","[['12', 'centimeter'], ['4.7', 'centimeter'], ['55.5', 'centimeter'], ['21.9', 'centimeter'], ['13.2', 'centimeter'], ['5.2', 'centimeter']]"
5876,45294,https://m.media-amazon.com/images/I/51Qnhul0mtL.jpg,752266,width,"Light Base Diameter:
Approx. 12cm/4.7in

[4

Height: Approx. 1:

 

Light Bracket Length: Approx. 44cm / 17.3in

0.5cm /4.1in
","[['12', 'cm/4.', 'rox. '], ['4.7', 'in', '12cm/'], ['4', '', '['], ['1', ':', 'rox. '], ['44', 'cm / ', 'rox. '], ['17.3', 'in', 'cm / '], ['0.5', 'cm /4', ''], ['4.1', 'in', '5cm /']]","[['12', 'centimeter'], ['4.7', 'inch'], ['44', 'centimeter'], ['17.3', 'inch'], ['0.5', 'centimeter'], ['4.1', 'inch']]"
5877,45295,https://m.media-amazon.com/images/I/51Qnhul0mtL.jpg,752266,depth,"Light Base Diameter:
Approx. 12cm/4.7in

[4

Height: Approx. 1:

 

Light Bracket Length: Approx. 44cm / 17.3in

0.5cm /4.1in
","[['12', 'cm/4.', 'rox. '], ['4.7', 'in', '12cm/'], ['4', '', '['], ['1', ':', 'rox. '], ['44', 'cm / ', 'rox. '], ['17.3', 'in', 'cm / '], ['0.5', 'cm /4', ''], ['4.1', 'in', '5cm /']]","[['12', 'centimeter'], ['4.7', 'inch'], ['44', 'centimeter'], ['17.3', 'inch'], ['0.5', 'centimeter'], ['4.1', 'inch']]"
5878,45296,https://m.media-amazon.com/images/I/51Qnhul0mtL.jpg,752266,height,"Light Base Diameter:
Approx. 12cm/4.7in

[4

Height: Approx. 1:

 

Light Bracket Length: Approx. 44cm / 17.3in

0.5cm /4.1in
","[['12', 'cm/4.', 'rox. '], ['4.7', 'in', '12cm/'], ['4', '', '['], ['1', ':', 'rox. '], ['44', 'cm / ', 'rox. '], ['17.3', 'in', 'cm / '], ['0.5', 'cm /4', ''], ['4.1', 'in', '5cm /']]","[['12', 'centimeter'], ['4.7', 'inch'], ['44', 'centimeter'], ['17.3', 'inch'], ['0.5', 'centimeter'], ['4.1', 'inch']]"
5879,45297,https://m.media-amazon.com/images/I/51Qni-zXc4L.jpg,709627,voltage," 
",[],[]
5880,45298,https://m.media-amazon.com/images/I/51QnjeHJ9XL.jpg,801829,maximum_weight_recommendation," 

 

2360"" SnivelFunetion

 

 

 

 

 

 

 

 

 

[DESCRIPTION DATA
Dimensions(txw xH) [23.2°x30.3°x41.3""
‘Seat Depth 17""

‘Seat Width 20""

‘Seat Height 16.1""

‘Armest Height 24.4""
WeightCapacity _| 3006s

 

 
","[['2360', '"" Sni', ''], ['23.2', '°x30.', 'xH) ['], ['30.3', '°x41.', '3.2°x'], ['41.3', '""', '0.3°x'], ['17', '""', 'epth '], ['20', '""', 'idth '], ['16.1', '""', 'ight '], ['24.4', '""', 'ight '], ['3006', 's', 'y _| ']]","[['17', 'ton'], ['20', 'ton'], ['16.1', 'microgram'], ['24.4', 'microgram']]"
5881,45299,https://m.media-amazon.com/images/I/51Qnpr3265L.jpg,801829,height," 
",[],[]
5882,45300,https://m.media-amazon.com/images/I/51QnqPn064L.jpg,312608,depth,"8in
20cm

45/50/55cm
18/20/22in

 
","[['8', 'in', ''], ['20', 'cm', ''], ['45', '/50/5', ''], ['50', '/55cm', '45/'], ['55', 'cm', '5/50/'], ['18', '/20/2', ''], ['20', '/22in', '18/'], ['22', 'in', '8/20/']]","[['8', 'inch'], ['20', 'centimeter'], ['50', 'centimeter'], ['55', 'centimeter'], ['20', 'inch'], ['22', 'inch']]"
5883,45301,https://m.media-amazon.com/images/I/51Qnzo-x+yL.jpg,558806,width,"12cm

 
","[['12', 'cm', '']]","[['12', 'centimeter']]"
5884,45302,https://m.media-amazon.com/images/I/51Qnzo-x+yL.jpg,558806,depth,"12cm

 
","[['12', 'cm', '']]","[['12', 'centimeter']]"
5885,45303,https://m.media-amazon.com/images/I/51QoBMe6MHL.jpg,276611,height,"35.5""

 

 
","[['35.5', '""', '']]",[]
5886,45304,https://m.media-amazon.com/images/I/51QoaX9brTL.jpg,675317,height,"= domino:
MaBanleitung

120mm

50mm

50mm

Griffschild | 50mm |

' 120mm]
|

wiwugQG

 
","[['120', 'mm', ''], ['50', 'mm', ''], ['50', 'mm', ''], ['50', 'mm |', 'ld | '], ['120', 'mm]', ""' ""]]","[['120', 'millimeter'], ['50', 'millimeter'], ['50', 'millimeter'], ['50', 'millimeter'], ['120', 'millimeter']]"
5887,45305,https://m.media-amazon.com/images/I/51QocdEJEwL.jpg,801829,height," 

 
",[],[]
5888,45306,https://m.media-amazon.com/images/I/51QoqaTtUmL.jpg,916768,height,"30cm

 
","[['30', 'cm', '']]","[['30', 'centimeter']]"
5889,45307,https://m.media-amazon.com/images/I/51Qp+2uVgRL.jpg,675317,depth," 

1.linch

 
","[['1.', 'linch', '']]","[['1.', 'inch']]"
5890,45308,https://m.media-amazon.com/images/I/51Qp0aWYtDL.jpg,884560,item_weight,"   

No Preservatives
No additives
Gluten free
Non-GMO

Carefully
selected
air-dried
vegetables
to maintain
their
delicious
flavor

‘Saves time
and money

PREMIUM
DARK KIDNEY
BEANS,

VINE RIPENED
TOMATOES,
SUCCULENT
GREEN BEANS,
SUMMER
GROWN
ZUCCHINI,
SWEET ONIONS,
AND TASTY
CABBAGE
",[],[]
5891,45309,https://m.media-amazon.com/images/I/51QpK3nmT3L.jpg,748919,item_weight," 
",[],[]
5892,45310,https://m.media-amazon.com/images/I/51QpOnK1YgL.jpg,675317,depth,"1.33in

 

1.97in

 

 

 

 
","[['1.33', 'in', ''], ['1.97', 'in', '']]","[['1.33', 'inch'], ['1.97', 'inch']]"
5893,45311,https://m.media-amazon.com/images/I/51QpbLA489L.jpg,922872,height," 
",[],[]
5894,45312,https://m.media-amazon.com/images/I/51QpcJaOMrL.jpg,752266,depth,"120cm

20cm

 

15cm
","[['120', 'cm', ''], ['20', 'cm', ''], ['15', 'cm', '']]","[['120', 'centimeter'], ['20', 'centimeter'], ['15', 'centimeter']]"
5895,45313,https://m.media-amazon.com/images/I/51QpcJaOMrL.jpg,752266,height,"120cm

20cm

 

15cm
","[['120', 'cm', ''], ['20', 'cm', ''], ['15', 'cm', '']]","[['120', 'centimeter'], ['20', 'centimeter'], ['15', 'centimeter']]"
5896,45314,https://m.media-amazon.com/images/I/51QpcJaOMrL.jpg,752266,width,"120cm

20cm

 

15cm
","[['120', 'cm', ''], ['20', 'cm', ''], ['15', 'cm', '']]","[['120', 'centimeter'], ['20', 'centimeter'], ['15', 'centimeter']]"
5897,45315,https://m.media-amazon.com/images/I/51QpooweixL.jpg,522832,width,"Thickened Base, Strong Arm

 

 
",[],[]
5898,45316,https://m.media-amazon.com/images/I/51Qpsq8lU0L.jpg,242256,depth,"[—— 8.2inch +

Dy

i youlg"" | | ———

  

x

 

—yaulg'¢ —
","[['8.2', 'inch ', '[—— ']]","[['8.2', 'inch']]"
5899,45317,https://m.media-amazon.com/images/I/51QptFvKR+L.jpg,847223,item_weight,"BOOMER 4 DOG BOWL

 

 

OUTSIDE 31x675IN
EMPTY WEIGHT 1.2 LBS.
VOLUME 32 0UNCES
","[['4', ' DOG ', 'OMER '], ['31', 'x675I', 'SIDE '], ['675', 'IN', 'E 31x'], ['1.2', ' LBS.', 'IGHT '], ['32', ' 0UNC', 'LUME '], ['0', 'UNCES', 'E 32 ']]","[['4', 'microgram'], ['1.2', 'pound'], ['0', 'ounce']]"
5900,45318,https://m.media-amazon.com/images/I/51QpvJDzPSL.jpg,449805,item_weight,"WATERPROOF, BREATHABLE AND TEAR RESISTANT

Waterproof, breathable and tear resistant

 

nal POWEFSleepingBeatce
+ eee
lgeeerse

a

eee

  
",[],[]
5901,45319,https://m.media-amazon.com/images/I/51Qpx+ac6WS.jpg,507467,item_weight,"   
 

sa

-™ a

Pees conus oo
a

re

GROOVE SIZE
bh el CL al

2.502 532nm ClassIlI|A | <5mW
","[['2.502', ' 532n', ''], ['532', 'nm Cl', '.502 '], ['5', 'mW', 'A | <']]","[['5', 'gram']]"
5902,45320,https://m.media-amazon.com/images/I/51Qpx+ac6WS.jpg,507467,voltage,"   
 

sa

-™ a

Pees conus oo
a

re

GROOVE SIZE
bh el CL al

2.502 532nm ClassIlI|A | <5mW
","[['2.502', ' 532n', ''], ['532', 'nm Cl', '.502 '], ['5', 'mW', 'A | <']]",[]
5903,45321,https://m.media-amazon.com/images/I/51Qq-fiilSS.jpg,145452,height,"25.4cm

SUNWILE

 

 
","[['25.4', 'cm', '']]","[['25.4', 'centimeter']]"
5904,45322,https://m.media-amazon.com/images/I/51Qq2xXP5zL.jpg,752266,width," 

20cm / 7.8inch

/———_}
15cm/5.9inch
","[['20', 'cm / ', ''], ['7.8', 'inch', 'cm / '], ['15', 'cm/5.', ''], ['5.9', 'inch', '15cm/']]","[['20', 'centimeter'], ['7.8', 'inch'], ['15', 'centimeter'], ['5.9', 'inch']]"
5905,45323,https://m.media-amazon.com/images/I/51Qq2xXP5zL.jpg,752266,depth," 

20cm / 7.8inch

/———_}
15cm/5.9inch
","[['20', 'cm / ', ''], ['7.8', 'inch', 'cm / '], ['15', 'cm/5.', ''], ['5.9', 'inch', '15cm/']]","[['20', 'centimeter'], ['7.8', 'inch'], ['15', 'centimeter'], ['5.9', 'inch']]"
5906,45324,https://m.media-amazon.com/images/I/51Qq2xXP5zL.jpg,752266,height," 

20cm / 7.8inch

/———_}
15cm/5.9inch
","[['20', 'cm / ', ''], ['7.8', 'inch', 'cm / '], ['15', 'cm/5.', ''], ['5.9', 'inch', '15cm/']]","[['20', 'centimeter'], ['7.8', 'inch'], ['15', 'centimeter'], ['5.9', 'inch']]"
5907,45325,https://m.media-amazon.com/images/I/51QqDlaI22L.jpg,312608,width,"(,2ST)42 07 (,, TT Wn gz
I -—CI

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

(,.€°8 )W> TZ

-_—_____

C..7°SE )WI> 06

187 cm( 73.6"" )
","[['2', 'ST)42', '(.'], ['42', ' 07 (', '.2ST)'], ['07', ' (.. ', 'T)42 '], ['8', ' )W> ', '(..€°'], ['7', '°SE )', 'C..'], ['06', '', ')WI> '], ['187', ' cm( ', ''], ['73.6', '"" )', ' cm( ']]","[['7', 'centimeter'], ['187', 'centimeter'], ['73.6', 'centimeter']]"
5908,45326,https://m.media-amazon.com/images/I/51QqG958FHL.jpg,574059,depth," 

 

 

 

 

12 PACK CLEAR REPORT COVERS WITH
5mm WHITE SLIDING BARS
FOR LETTER SIZE ONLY

X0037D713F

iceeras
Ct

MAKING
WORK
EASIER.

 
","[['12', ' PACK', ''], ['5', 'mm WH', ''], ['0037', 'D713F', 'X'], ['713', 'F', '0037D']]","[['5', 'metre'], ['713', 'foot']]"
5909,45327,https://m.media-amazon.com/images/I/51QqNpGL0bL.jpg,453674,height," 

 

 
",[],[]
5910,45328,https://m.media-amazon.com/images/I/51Qqj2u9OQL.jpg,254046,item_weight,"   

  

-

WATER SOAKER
",[],[]
5911,45329,https://m.media-amazon.com/images/I/51QrITEWivS.jpg,462757,height,"101cm

  
  

126.5cm
","[['101', 'cm', ''], ['126.5', 'cm', '']]","[['101', 'centimeter'], ['126.5', 'centimeter']]"
5912,45330,https://m.media-amazon.com/images/I/51QrOw2XjUL.jpg,433914,width,"0,72 CM

2,10 MTS
","[['0.72', ' CM', ''], ['2.10', ' MTS', '']]","[['0.72', 'centimeter'], ['2.10', 'metre']]"
5913,45331,https://m.media-amazon.com/images/I/51QrOw2XjUL.jpg,433914,depth,"0,72 CM

2,10 MTS
","[['0.72', ' CM', ''], ['2.10', ' MTS', '']]","[['0.72', 'centimeter'], ['2.10', 'metre']]"
5914,45332,https://m.media-amazon.com/images/I/51QrReeAJML.jpg,648011,width,"— Informazioni sul prodotto —

37MM
Potere: 8W |

 

Tipo di base: E14

Regulable: No

Tensione di ingresso: 220-240V~

Efficacia luminosa: 640Lm/W

as

2

4 Temperatura di colore: 6500K
sO;

ExtraStar

  

Base:E14

 

WWZ-LL
","[['37', 'MM', ''], ['8', 'W |', 'ere: '], ['14', '', 'se: E'], ['220-240', 'V~', 'sso: '], ['640', 'Lm/W', 'osa: '], ['2', '', ''], ['4', ' Temp', ''], ['6500', 'K', 'ore: '], ['14', '', 'ase:E']]","[['37', 'millimeter'], ['8', 'metre'], ['640', 'metre'], ['4', 'metre']]"
5915,45333,https://m.media-amazon.com/images/I/51QrReeAJML.jpg,648011,depth,"— Informazioni sul prodotto —

37MM
Potere: 8W |

 

Tipo di base: E14

Regulable: No

Tensione di ingresso: 220-240V~

Efficacia luminosa: 640Lm/W

as

2

4 Temperatura di colore: 6500K
sO;

ExtraStar

  

Base:E14

 

WWZ-LL
","[['37', 'MM', ''], ['8', 'W |', 'ere: '], ['14', '', 'se: E'], ['220-240', 'V~', 'sso: '], ['640', 'Lm/W', 'osa: '], ['2', '', ''], ['4', ' Temp', ''], ['6500', 'K', 'ore: '], ['14', '', 'ase:E']]","[['37', 'millimeter'], ['8', 'metre'], ['640', 'metre'], ['4', 'metre']]"
5916,45334,https://m.media-amazon.com/images/I/51QrReeAJML.jpg,648011,height,"— Informazioni sul prodotto —

37MM
Potere: 8W |

 

Tipo di base: E14

Regulable: No

Tensione di ingresso: 220-240V~

Efficacia luminosa: 640Lm/W

as

2

4 Temperatura di colore: 6500K
sO;

ExtraStar

  

Base:E14

 

WWZ-LL
","[['37', 'MM', ''], ['8', 'W |', 'ere: '], ['14', '', 'se: E'], ['220-240', 'V~', 'sso: '], ['640', 'Lm/W', 'osa: '], ['2', '', ''], ['4', ' Temp', ''], ['6500', 'K', 'ore: '], ['14', '', 'ase:E']]","[['37', 'millimeter'], ['8', 'metre'], ['640', 'metre'], ['4', 'metre']]"
5917,45335,https://m.media-amazon.com/images/I/51QrU8D0FnL.jpg,928606,wattage,"600W HIGH POWER

Jay]

Safety anddrip-proof \™® ! :
Nort) no exe ely ono Tyas
Tuts felts \3

  
 
","[['600', 'W HIG', ''], ['3', '', 'lts \\']]","[['600', 'watt']]"
5918,45336,https://m.media-amazon.com/images/I/51QrU8D0FnL.jpg,928606,voltage,"600W HIGH POWER

Jay]

Safety anddrip-proof \™® ! :
Nort) no exe ely ono Tyas
Tuts felts \3

  
 
","[['600', 'W HIG', ''], ['3', '', 'lts \\']]","[['3', 'kilovolt']]"
5919,45337,https://m.media-amazon.com/images/I/51Qrg2l8CUL.jpg,426449,item_volume," 

 
",[],[]
5920,45338,https://m.media-amazon.com/images/I/51QsFPc7D3L.jpg,752266,height,,[],[]
5921,45339,https://m.media-amazon.com/images/I/51QsHfnDYzL.jpg,877667,width,"9 inch H

  

=
8
<
=
at
é

7.8 inch W
","[['9', ' inch', ''], ['8', '', ''], ['7.8', ' inch', '']]","[['9', 'inch'], ['7.8', 'inch']]"
5922,45340,https://m.media-amazon.com/images/I/51QsHfnDYzL.jpg,877667,height,"9 inch H

  

=
8
<
=
at
é

7.8 inch W
","[['9', ' inch', ''], ['8', '', ''], ['7.8', ' inch', '']]","[['9', 'inch'], ['7.8', 'inch']]"
5923,45341,https://m.media-amazon.com/images/I/51QsHfnDYzL.jpg,877667,depth,"9 inch H

  

=
8
<
=
at
é

7.8 inch W
","[['9', ' inch', ''], ['8', '', ''], ['7.8', ' inch', '']]","[['9', 'inch'], ['7.8', 'inch']]"
5924,45342,https://m.media-amazon.com/images/I/51QsII4P+hS.jpg,362879,depth,"9.4cm / 3.7""

 

+$<—_—_—__—__—+

3.6cm / 1.42""
","[['9.4', 'cm / ', ''], ['3.7', '""', 'cm / '], ['3.6', 'cm / ', ''], ['1.42', '""', 'cm / ']]","[['9.4', 'centimeter'], ['3.7', 'centimeter'], ['3.6', 'centimeter'], ['1.42', 'centimeter']]"
5925,45343,https://m.media-amazon.com/images/I/51QsII4P+hS.jpg,362879,width,"9.4cm / 3.7""

 

+$<—_—_—__—__—+

3.6cm / 1.42""
","[['9.4', 'cm / ', ''], ['3.7', '""', 'cm / '], ['3.6', 'cm / ', ''], ['1.42', '""', 'cm / ']]","[['9.4', 'centimeter'], ['3.7', 'centimeter'], ['3.6', 'centimeter'], ['1.42', 'centimeter']]"
5926,45344,https://m.media-amazon.com/images/I/51QsJvo2YnL.jpg,145452,depth,"30CM 750ML

 
","[['30', 'CM 75', ''], ['750', 'ML', '30CM ']]","[['30', 'centimeter'], ['750', 'metre']]"
5927,45345,https://m.media-amazon.com/images/I/51QsJvo2YnL.jpg,145452,height,"30CM 750ML

 
","[['30', 'CM 75', ''], ['750', 'ML', '30CM ']]","[['30', 'centimeter'], ['750', 'metre']]"
5928,45346,https://m.media-amazon.com/images/I/51QsJvo2YnL.jpg,145452,width,"30CM 750ML

 
","[['30', 'CM 75', ''], ['750', 'ML', '30CM ']]","[['30', 'centimeter'], ['750', 'metre']]"
5929,45347,https://m.media-amazon.com/images/I/51QsMeLevFL.jpg,784538,depth,"A3 Size

i

NEPTUNE

400 mm
16.53 in.

 

 

297 mm
11.69 in.
","[['3', ' Size', 'A'], ['400', ' mm', ''], ['16.53', ' in.', ''], ['297', ' mm', ''], ['11.69', ' in.', '']]","[['3', 'yard'], ['400', 'millimeter'], ['16.53', 'inch'], ['297', 'millimeter'], ['11.69', 'inch']]"
5930,45348,https://m.media-amazon.com/images/I/51QsMeLevFL.jpg,784538,width,"A3 Size

i

NEPTUNE

400 mm
16.53 in.

 

 

297 mm
11.69 in.
","[['3', ' Size', 'A'], ['400', ' mm', ''], ['16.53', ' in.', ''], ['297', ' mm', ''], ['11.69', ' in.', '']]","[['3', 'yard'], ['400', 'millimeter'], ['16.53', 'inch'], ['297', 'millimeter'], ['11.69', 'inch']]"
5931,45349,https://m.media-amazon.com/images/I/51QsT44w3TL.jpg,752266,depth,"4.75
— a —
2.3"" / ;
rp |
Np 7
47.3"" navigable

adjustable

 

 

28.3""

 

chains for height

MA
72""

 

a
MIN
26.8""

 

Compatible with flat,
sloped,and vaultde ceilings
","[['4.75', '', ''], ['2.3', '"" / ;', ''], ['7', '', 'Np '], ['47.3', '"" nav', ''], ['28.3', '""', ''], ['72', '""', ''], ['26.8', '""', '']]",[]
5932,45350,https://m.media-amazon.com/images/I/51QscMrAooL.jpg,231838,width,"Matte emulsion bottle

Marble dark green Marble gray

8.5cm

13cm

  

Capacity=400ml

Weight=360g

The marked dimensions are all measured by hand, and it is inevitable that a slight error will prevail in kind.
","[['8.5', 'cm', ''], ['13', 'cm', ''], ['400', 'ml', 'city='], ['360', 'g', 'ight=']]","[['8.5', 'centimeter'], ['13', 'centimeter'], ['400', 'metre']]"
5933,45351,https://m.media-amazon.com/images/I/51QscMrAooL.jpg,231838,depth,"Matte emulsion bottle

Marble dark green Marble gray

8.5cm

13cm

  

Capacity=400ml

Weight=360g

The marked dimensions are all measured by hand, and it is inevitable that a slight error will prevail in kind.
","[['8.5', 'cm', ''], ['13', 'cm', ''], ['400', 'ml', 'city='], ['360', 'g', 'ight=']]","[['8.5', 'centimeter'], ['13', 'centimeter'], ['400', 'metre']]"
5934,45352,https://m.media-amazon.com/images/I/51Qsl4K2YaL.jpg,640031,depth," 
",[],[]
5935,45353,https://m.media-amazon.com/images/I/51Qspx3t6OL.jpg,952470,width,"340 mm / 13.4 in

 

55mm / 2.2in

+>

 

250 mm / 9.8 in
","[['340', ' mm /', ''], ['13.4', ' in', 'mm / '], ['55', 'mm / ', ''], ['2.2', 'in', 'mm / '], ['250', ' mm /', ''], ['9.8', ' in', 'mm / ']]","[['340', 'millimeter'], ['13.4', 'inch'], ['55', 'millimeter'], ['2.2', 'inch'], ['250', 'millimeter'], ['9.8', 'inch']]"
5936,45354,https://m.media-amazon.com/images/I/51Qspx3t6OL.jpg,952470,depth,"340 mm / 13.4 in

 

55mm / 2.2in

+>

 

250 mm / 9.8 in
","[['340', ' mm /', ''], ['13.4', ' in', 'mm / '], ['55', 'mm / ', ''], ['2.2', 'in', 'mm / '], ['250', ' mm /', ''], ['9.8', ' in', 'mm / ']]","[['340', 'millimeter'], ['13.4', 'inch'], ['55', 'millimeter'], ['2.2', 'inch'], ['250', 'millimeter'], ['9.8', 'inch']]"
5937,45355,https://m.media-amazon.com/images/I/51Qsw2oTvZL.jpg,916768,width," 

13.2cm/5.20in

UIg*y/WIIE""ZL
","[['13.2', 'cm/5.', ''], ['5.20', 'in', '.2cm/']]","[['13.2', 'centimeter'], ['5.20', 'inch']]"
5938,45356,https://m.media-amazon.com/images/I/51Qsw2oTvZL.jpg,916768,depth," 

13.2cm/5.20in

UIg*y/WIIE""ZL
","[['13.2', 'cm/5.', ''], ['5.20', 'in', '.2cm/']]","[['13.2', 'centimeter'], ['5.20', 'inch']]"
5939,45357,https://m.media-amazon.com/images/I/51QszMfDPML.jpg,844474,width," 
",[],[]
5940,45358,https://m.media-amazon.com/images/I/51Qt2IV7kJL.jpg,478357,height,,[],[]
5941,45359,https://m.media-amazon.com/images/I/51QtEtDiEhL.jpg,784538,depth,"300 DPI
TEXT PRINT |

FSC _O
CERTIFIED

SMUDGE
PROOF INK

 

 

90% ———
BRIGHTNESS

WE WAS CALLED ME DY
NAME AND | AM Us.

ISAIAH 43:1

-—

300 GSM
PAPER

8.5”

 

 
","[['300', ' DPI', ''], ['90', '% ———', ''], ['43', ':1', 'AIAH '], ['1', '', 'H 43:'], ['300', ' GSM', ''], ['8.5', '”', '']]","[['300', 'metre']]"
5942,45360,https://m.media-amazon.com/images/I/51QtEtDiEhL.jpg,784538,width,"300 DPI
TEXT PRINT |

FSC _O
CERTIFIED

SMUDGE
PROOF INK

 

 

90% ———
BRIGHTNESS

WE WAS CALLED ME DY
NAME AND | AM Us.

ISAIAH 43:1

-—

300 GSM
PAPER

8.5”

 

 
","[['300', ' DPI', ''], ['90', '% ———', ''], ['43', ':1', 'AIAH '], ['1', '', 'H 43:'], ['300', ' GSM', ''], ['8.5', '”', '']]","[['300', 'metre']]"
5943,45361,https://m.media-amazon.com/images/I/51QtRyQoSWS.jpg,276688,height," 

 

 

eu Kelsn a eeralaeay)
",[],[]
5944,45362,https://m.media-amazon.com/images/I/51QtWKcPGdL.jpg,953313,item_weight," 

/ ZZ9STYSD oslLaw
ACOA OU A A AANA,
cZgescTvsDooosLaw

2YyreD AWN9SZ/VLVS
ezeqie:6biaxew
aL9L

@®

 
","[['9', 'STYSD', '/ ZZ'], ['2', 'YyreD', ''], ['9', 'SZ/VL', 'D AWN'], ['6', 'biaxe', 'eqie:'], ['9', 'L', 'aL']]","[['9', 'ton'], ['9', 'kilogram']]"
5945,45363,https://m.media-amazon.com/images/I/51QtaEixrCL.jpg,306956,height," 

Wd ZL

26.5 cm
","[['26.5', ' cm', '']]","[['26.5', 'centimeter']]"
5946,45364,https://m.media-amazon.com/images/I/51QtaLna6gL.jpg,801829,height," 
",[],[]
5947,45365,https://m.media-amazon.com/images/I/51QtmlUIgQL.jpg,115666,height," 
",[],[]
5948,45366,https://m.media-amazon.com/images/I/51QtsIVGksL.jpg,883833,wattage,"2-WAY AIR DIRECTION

Uses a standard 115-volt, 3-prong outlet

 
","[['2', '-WAY ', ''], ['115', '-volt', 'dard '], ['3', '-pron', 'olt. ']]","[['2', 'watt']]"
5949,45367,https://m.media-amazon.com/images/I/51QtsIVGksL.jpg,883833,voltage,"2-WAY AIR DIRECTION

Uses a standard 115-volt, 3-prong outlet

 
","[['2', '-WAY ', ''], ['115', '-volt', 'dard '], ['3', '-pron', 'olt. ']]","[['115', 'volt'], ['3', 'kilovolt']]"
5950,45368,https://m.media-amazon.com/images/I/51QuAEbszPL.jpg,913156,height,"Durchmesser
ca. 22mm

—

Hohe
ca. 13cm
","[['22', 'mm', 'ca. '], ['13', 'cm', 'ca. ']]","[['22', 'millimeter'], ['13', 'centimeter']]"
5951,45369,https://m.media-amazon.com/images/I/51QuAEbszPL.jpg,913156,depth,"Durchmesser
ca. 22mm

—

Hohe
ca. 13cm
","[['22', 'mm', 'ca. '], ['13', 'cm', 'ca. ']]","[['22', 'millimeter'], ['13', 'centimeter']]"
5952,45370,https://m.media-amazon.com/images/I/51QuBRKJBUL.jpg,838598,depth,"18""

 

 

 

 

 

29""
","[['18', '""', ''], ['29', '""', '']]",[]
5953,45371,https://m.media-amazon.com/images/I/51QuD1BdW7L.jpg,802198,height,"15cm

 
","[['15', 'cm', '']]","[['15', 'centimeter']]"
5954,45372,https://m.media-amazon.com/images/I/51QuM1q4MRL.jpg,611510,width," 

 

 

74 cm( 29” )
","[['74', ' cm( ', ''], ['29', '” )', ' cm( ']]","[['74', 'centimeter'], ['29', 'centimeter']]"
5955,45373,https://m.media-amazon.com/images/I/51QuMO27ALL.jpg,693845,height," 

 
",[],[]
5956,45374,https://m.media-amazon.com/images/I/51QuVVZiduL.jpg,416664,height,"  
   
 

UVA Cold Light Does
Not Hurt the Skin

Free of UVC and UVB

irradiation Area -

60 x 30cm

 
","[['60', ' x 30', ''], ['30', 'cm', '60 x ']]","[['30', 'centimeter']]"
5957,45375,https://m.media-amazon.com/images/I/51QudZrUYxL.jpg,311997,depth,,[],[]
5958,45376,https://m.media-amazon.com/images/I/51QudZrUYxL.jpg,311997,height,,[],[]
5959,45377,https://m.media-amazon.com/images/I/51QuoakiypL.jpg,173193,depth,"5cm/1.96inch

 

 

3.5cm/1.37inch
","[['5', 'cm/1.', ''], ['1.96', 'inch', '5cm/'], ['3.5', 'cm/1.', ''], ['1.37', 'inch', '.5cm/']]","[['5', 'centimeter'], ['1.96', 'inch'], ['3.5', 'centimeter'], ['1.37', 'inch']]"
